name,sellingDate,size,resellPrice
"Wednesday, September 13, 2017","$1,025",adidas Yeezy Boost 350 V2 Beluga,11
"Wednesday, September 13, 2017","$1,050",adidas Yeezy Boost 350 V2 Beluga,10
"Wednesday, September 13, 2017",$990,adidas Yeezy Boost 350 V2 Beluga,10.5
"Wednesday, September 13, 2017",$720,adidas Yeezy Boost 350 V2 Beluga,4
"Wednesday, September 13, 2017",$920,adidas Yeezy Boost 350 V2 Beluga,8.5
"Wednesday, September 13, 2017",$720,adidas Yeezy Boost 350 V2 Beluga,4
"Tuesday, September 12, 2017",$959,adidas Yeezy Boost 350 V2 Beluga,10
"Tuesday, September 12, 2017","$1,045",adidas Yeezy Boost 350 V2 Beluga,9
"Tuesday, September 12, 2017",$930,adidas Yeezy Boost 350 V2 Beluga,9
"Tuesday, September 12, 2017",$975,adidas Yeezy Boost 350 V2 Beluga,9.5
"Tuesday, September 12, 2017",$912,adidas Yeezy Boost 350 V2 Beluga,8.5
"Tuesday, September 12, 2017",$855,adidas Yeezy Boost 350 V2 Beluga,8
"Tuesday, September 12, 2017",$720,adidas Yeezy Boost 350 V2 Beluga,4
"Monday, September 11, 2017","$1,010",adidas Yeezy Boost 350 V2 Beluga,10
"Monday, September 11, 2017",$706,adidas Yeezy Boost 350 V2 Beluga,4
"Monday, September 11, 2017",$904,adidas Yeezy Boost 350 V2 Beluga,7.5
"Monday, September 11, 2017",$720,adidas Yeezy Boost 350 V2 Beluga,4
"Monday, September 11, 2017",$900,adidas Yeezy Boost 350 V2 Beluga,5
"Monday, September 11, 2017","$1,250",adidas Yeezy Boost 350 V2 Beluga,6.5
"Monday, September 11, 2017",$720,adidas Yeezy Boost 350 V2 Beluga,4
"Monday, September 11, 2017","$1,200",adidas Yeezy Boost 350 V2 Beluga,5.5
"Monday, September 11, 2017","$1,100",adidas Yeezy Boost 350 V2 Beluga,6.5
"Monday, September 11, 2017",$870,adidas Yeezy Boost 350 V2 Beluga,6
"Monday, September 11, 2017","$1,000",adidas Yeezy Boost 350 V2 Beluga,10
"Sunday, September 10, 2017","$1,250",adidas Yeezy Boost 350 V2 Beluga,6
"Saturday, September 9, 2017",$720,adidas Yeezy Boost 350 V2 Beluga,4
"Friday, September 8, 2017",$988,adidas Yeezy Boost 350 V2 Beluga,11.5
"Friday, September 8, 2017",$953,adidas Yeezy Boost 350 V2 Beluga,9.5
"Friday, September 8, 2017",$781,adidas Yeezy Boost 350 V2 Beluga,4
"Friday, September 8, 2017",$911,adidas Yeezy Boost 350 V2 Beluga,10
"Friday, September 8, 2017",$955,adidas Yeezy Boost 350 V2 Beluga,9.5
"Thursday, September 7, 2017","$1,097",adidas Yeezy Boost 350 V2 Beluga,11
"Thursday, September 7, 2017",$831,adidas Yeezy Boost 350 V2 Beluga,8
"Thursday, September 7, 2017",$910,adidas Yeezy Boost 350 V2 Beluga,8.5
"Thursday, September 7, 2017","$1,000",adidas Yeezy Boost 350 V2 Beluga,14
"Thursday, September 7, 2017",$999,adidas Yeezy Boost 350 V2 Beluga,11
"Thursday, September 7, 2017",$975,adidas Yeezy Boost 350 V2 Beluga,10.5
"Thursday, September 7, 2017","$1,100",adidas Yeezy Boost 350 V2 Beluga,11
"Thursday, September 7, 2017",$850,adidas Yeezy Boost 350 V2 Beluga,8
"Thursday, September 7, 2017","$1,027",adidas Yeezy Boost 350 V2 Beluga,5
"Thursday, September 7, 2017",$900,adidas Yeezy Boost 350 V2 Beluga,5
"Thursday, September 7, 2017","$1,100",adidas Yeezy Boost 350 V2 Beluga,13
"Thursday, September 7, 2017","$1,000",adidas Yeezy Boost 350 V2 Beluga,9
"Thursday, September 7, 2017",$720,adidas Yeezy Boost 350 V2 Beluga,4
"Wednesday, September 6, 2017","$1,098",adidas Yeezy Boost 350 V2 Beluga,11
"Wednesday, September 6, 2017","$1,100",adidas Yeezy Boost 350 V2 Beluga,12
"Wednesday, September 6, 2017","$1,097",adidas Yeezy Boost 350 V2 Beluga,12
"Wednesday, September 6, 2017","$1,068",adidas Yeezy Boost 350 V2 Beluga,10
"Wednesday, September 6, 2017",$985,adidas Yeezy Boost 350 V2 Beluga,9
"Wednesday, September 6, 2017",$960,adidas Yeezy Boost 350 V2 Beluga,9
"Tuesday, September 5, 2017","$1,500",adidas Yeezy Boost 350 V2 Beluga,14
"Tuesday, September 5, 2017","$1,000",adidas Yeezy Boost 350 V2 Beluga,4
"Tuesday, September 5, 2017",$930,adidas Yeezy Boost 350 V2 Beluga,4
"Tuesday, September 5, 2017","$1,050",adidas Yeezy Boost 350 V2 Beluga,10.5
"Tuesday, September 5, 2017",$888,adidas Yeezy Boost 350 V2 Beluga,7
"Tuesday, September 5, 2017","$1,000",adidas Yeezy Boost 350 V2 Beluga,11
"Tuesday, September 5, 2017",$984,adidas Yeezy Boost 350 V2 Beluga,9
"Tuesday, September 5, 2017","$1,051",adidas Yeezy Boost 350 V2 Beluga,11
"Monday, September 4, 2017",$720,adidas Yeezy Boost 350 V2 Beluga,4
"Monday, September 4, 2017","$1,200",adidas Yeezy Boost 350 V2 Beluga,6
"Sunday, September 3, 2017",$900,adidas Yeezy Boost 350 V2 Beluga,4
"Sunday, September 3, 2017","$1,313",adidas Yeezy Boost 350 V2 Beluga,6.5
"Saturday, September 2, 2017",$850,adidas Yeezy Boost 350 V2 Beluga,4
"Friday, September 1, 2017","$1,099",adidas Yeezy Boost 350 V2 Beluga,11
"Friday, September 1, 2017",$880,adidas Yeezy Boost 350 V2 Beluga,8.5
"Friday, September 1, 2017",$800,adidas Yeezy Boost 350 V2 Beluga,4
"Friday, September 1, 2017","$1,542",adidas Yeezy Boost 350 V2 Beluga,5.5
"Thursday, August 31, 2017",$720,adidas Yeezy Boost 350 V2 Beluga,4
"Thursday, August 31, 2017","$1,250",adidas Yeezy Boost 350 V2 Beluga,6
"Thursday, August 31, 2017",$720,adidas Yeezy Boost 350 V2 Beluga,4
"Thursday, August 31, 2017",$720,adidas Yeezy Boost 350 V2 Beluga,4
"Thursday, August 31, 2017",$851,adidas Yeezy Boost 350 V2 Beluga,5
"Thursday, August 31, 2017","$1,000",adidas Yeezy Boost 350 V2 Beluga,10
"Thursday, August 31, 2017",$869,adidas Yeezy Boost 350 V2 Beluga,7
"Thursday, August 31, 2017","$1,000",adidas Yeezy Boost 350 V2 Beluga,11
"Thursday, August 31, 2017","$1,090",adidas Yeezy Boost 350 V2 Beluga,13
"Thursday, August 31, 2017",$880,adidas Yeezy Boost 350 V2 Beluga,8.5
"Thursday, August 31, 2017",$720,adidas Yeezy Boost 350 V2 Beluga,4
"Wednesday, August 30, 2017",$881,adidas Yeezy Boost 350 V2 Beluga,6
"Wednesday, August 30, 2017",$995,adidas Yeezy Boost 350 V2 Beluga,10
"Wednesday, August 30, 2017",$951,adidas Yeezy Boost 350 V2 Beluga,10
"Wednesday, August 30, 2017","$1,029",adidas Yeezy Boost 350 V2 Beluga,10.5
"Wednesday, August 30, 2017",$983,adidas Yeezy Boost 350 V2 Beluga,11
"Wednesday, August 30, 2017",$948,adidas Yeezy Boost 350 V2 Beluga,11.5
"Wednesday, August 30, 2017",$868,adidas Yeezy Boost 350 V2 Beluga,7
"Tuesday, August 29, 2017","$1,030",adidas Yeezy Boost 350 V2 Beluga,10.5
"Tuesday, August 29, 2017",$800,adidas Yeezy Boost 350 V2 Beluga,7.5
"Tuesday, August 29, 2017",$921,adidas Yeezy Boost 350 V2 Beluga,10
"Tuesday, August 29, 2017",$900,adidas Yeezy Boost 350 V2 Beluga,5
"Tuesday, August 29, 2017",$824,adidas Yeezy Boost 350 V2 Beluga,5
"Tuesday, August 29, 2017",$960,adidas Yeezy Boost 350 V2 Beluga,9
"Tuesday, August 29, 2017",$915,adidas Yeezy Boost 350 V2 Beluga,5
"Tuesday, August 29, 2017",$950,adidas Yeezy Boost 350 V2 Beluga,10.5
"Tuesday, August 29, 2017","$1,100",adidas Yeezy Boost 350 V2 Beluga,6.5
"Tuesday, August 29, 2017",$850,adidas Yeezy Boost 350 V2 Beluga,4
"Tuesday, August 29, 2017",$816,adidas Yeezy Boost 350 V2 Beluga,5
"Monday, August 28, 2017",$989,adidas Yeezy Boost 350 V2 Beluga,10.5
"Monday, August 28, 2017",$840,adidas Yeezy Boost 350 V2 Beluga,8
"Monday, August 28, 2017",$835,adidas Yeezy Boost 350 V2 Beluga,7
"Monday, August 28, 2017","$1,006",adidas Yeezy Boost 350 V2 Beluga,11
"Monday, August 28, 2017",$955,adidas Yeezy Boost 350 V2 Beluga,9.5
"Monday, August 28, 2017",$850,adidas Yeezy Boost 350 V2 Beluga,5
"Monday, August 28, 2017",$940,adidas Yeezy Boost 350 V2 Beluga,9
"Sunday, August 27, 2017","$1,250",adidas Yeezy Boost 350 V2 Beluga,5
"Friday, August 25, 2017",$936,adidas Yeezy Boost 350 V2 Beluga,10.5
"Friday, August 25, 2017",$840,adidas Yeezy Boost 350 V2 Beluga,7
"Friday, August 25, 2017","$1,500",adidas Yeezy Boost 350 V2 Beluga,12.5
"Friday, August 25, 2017",$885,adidas Yeezy Boost 350 V2 Beluga,6
"Friday, August 25, 2017",$936,adidas Yeezy Boost 350 V2 Beluga,9
"Friday, August 25, 2017",$925,adidas Yeezy Boost 350 V2 Beluga,10
"Friday, August 25, 2017",$995,adidas Yeezy Boost 350 V2 Beluga,9.5
"Friday, August 25, 2017","$2,562",adidas Yeezy Boost 350 V2 Beluga,12.5
"Thursday, August 24, 2017",$800,adidas Yeezy Boost 350 V2 Beluga,5
"Thursday, August 24, 2017",$858,adidas Yeezy Boost 350 V2 Beluga,7
"Wednesday, August 23, 2017",$931,adidas Yeezy Boost 350 V2 Beluga,10.5
"Wednesday, August 23, 2017",$999,adidas Yeezy Boost 350 V2 Beluga,10
"Wednesday, August 23, 2017",$999,adidas Yeezy Boost 350 V2 Beluga,10.5
"Wednesday, August 23, 2017","$1,100",adidas Yeezy Boost 350 V2 Beluga,11.5
"Wednesday, August 23, 2017","$1,032",adidas Yeezy Boost 350 V2 Beluga,4.5
"Wednesday, August 23, 2017",$850,adidas Yeezy Boost 350 V2 Beluga,5
"Wednesday, August 23, 2017",$950,adidas Yeezy Boost 350 V2 Beluga,14
"Wednesday, August 23, 2017","$1,130",adidas Yeezy Boost 350 V2 Beluga,12
"Wednesday, August 23, 2017",$720,adidas Yeezy Boost 350 V2 Beluga,4
"Tuesday, August 22, 2017","$1,500",adidas Yeezy Boost 350 V2 Beluga,14
"Tuesday, August 22, 2017",$940,adidas Yeezy Boost 350 V2 Beluga,9
"Tuesday, August 22, 2017",$890,adidas Yeezy Boost 350 V2 Beluga,8.5
"Tuesday, August 22, 2017",$971,adidas Yeezy Boost 350 V2 Beluga,10.5
"Tuesday, August 22, 2017",$835,adidas Yeezy Boost 350 V2 Beluga,8
"Monday, August 21, 2017","$1,750",adidas Yeezy Boost 350 V2 Beluga,5
"Monday, August 21, 2017",$955,adidas Yeezy Boost 350 V2 Beluga,9.5
"Monday, August 21, 2017",$974,adidas Yeezy Boost 350 V2 Beluga,9.5
"Monday, August 21, 2017",$995,adidas Yeezy Boost 350 V2 Beluga,10
"Monday, August 21, 2017","$1,050",adidas Yeezy Boost 350 V2 Beluga,12
"Monday, August 21, 2017","$1,015",adidas Yeezy Boost 350 V2 Beluga,10.5
"Sunday, August 20, 2017","$1,100",adidas Yeezy Boost 350 V2 Beluga,6.5
"Saturday, August 19, 2017",$974,adidas Yeezy Boost 350 V2 Beluga,6
"Saturday, August 19, 2017","$1,250",adidas Yeezy Boost 350 V2 Beluga,14
"Saturday, August 19, 2017","$1,250",adidas Yeezy Boost 350 V2 Beluga,6
"Friday, August 18, 2017",$980,adidas Yeezy Boost 350 V2 Beluga,9
"Friday, August 18, 2017",$980,adidas Yeezy Boost 350 V2 Beluga,10.5
"Friday, August 18, 2017",$855,adidas Yeezy Boost 350 V2 Beluga,7.5
"Friday, August 18, 2017","$1,032",adidas Yeezy Boost 350 V2 Beluga,4
"Friday, August 18, 2017","$1,095",adidas Yeezy Boost 350 V2 Beluga,12
"Thursday, August 17, 2017",$990,adidas Yeezy Boost 350 V2 Beluga,6.5
"Thursday, August 17, 2017",$974,adidas Yeezy Boost 350 V2 Beluga,9.5
"Thursday, August 17, 2017",$997,adidas Yeezy Boost 350 V2 Beluga,9
"Thursday, August 17, 2017","$1,050",adidas Yeezy Boost 350 V2 Beluga,13
"Thursday, August 17, 2017",$940,adidas Yeezy Boost 350 V2 Beluga,9
"Thursday, August 17, 2017",$915,adidas Yeezy Boost 350 V2 Beluga,7.5
"Thursday, August 17, 2017","$1,236",adidas Yeezy Boost 350 V2 Beluga,4
"Thursday, August 17, 2017",$945,adidas Yeezy Boost 350 V2 Beluga,9
"Thursday, August 17, 2017",$984,adidas Yeezy Boost 350 V2 Beluga,10
"Thursday, August 17, 2017","$1,100",adidas Yeezy Boost 350 V2 Beluga,6.5
"Wednesday, August 16, 2017",$961,adidas Yeezy Boost 350 V2 Beluga,9.5
"Wednesday, August 16, 2017","$1,100",adidas Yeezy Boost 350 V2 Beluga,13
"Wednesday, August 16, 2017","$1,420",adidas Yeezy Boost 350 V2 Beluga,16
"Wednesday, August 16, 2017",$975,adidas Yeezy Boost 350 V2 Beluga,10.5
"Wednesday, August 16, 2017","$1,130",adidas Yeezy Boost 350 V2 Beluga,12.5
"Wednesday, August 16, 2017","$1,080",adidas Yeezy Boost 350 V2 Beluga,11
"Wednesday, August 16, 2017","$1,009",adidas Yeezy Boost 350 V2 Beluga,10.5
"Wednesday, August 16, 2017","$1,000",adidas Yeezy Boost 350 V2 Beluga,10
"Wednesday, August 16, 2017",$936,adidas Yeezy Boost 350 V2 Beluga,10
"Tuesday, August 15, 2017","$1,080",adidas Yeezy Boost 350 V2 Beluga,12
"Tuesday, August 15, 2017",$935,adidas Yeezy Boost 350 V2 Beluga,10
"Tuesday, August 15, 2017",$985,adidas Yeezy Boost 350 V2 Beluga,10.5
"Tuesday, August 15, 2017",$885,adidas Yeezy Boost 350 V2 Beluga,8.5
"Monday, August 14, 2017","$1,012",adidas Yeezy Boost 350 V2 Beluga,12
"Monday, August 14, 2017",$999,adidas Yeezy Boost 350 V2 Beluga,10
"Sunday, August 13, 2017","$1,236",adidas Yeezy Boost 350 V2 Beluga,6
"Saturday, August 12, 2017",$850,adidas Yeezy Boost 350 V2 Beluga,5
"Saturday, August 12, 2017","$1,250",adidas Yeezy Boost 350 V2 Beluga,6
"Saturday, August 12, 2017",$850,adidas Yeezy Boost 350 V2 Beluga,5
"Saturday, August 12, 2017","$1,250",adidas Yeezy Boost 350 V2 Beluga,6
"Friday, August 11, 2017","$1,200",adidas Yeezy Boost 350 V2 Beluga,6
"Friday, August 11, 2017",$955,adidas Yeezy Boost 350 V2 Beluga,9
"Friday, August 11, 2017",$985,adidas Yeezy Boost 350 V2 Beluga,10.5
"Friday, August 11, 2017",$929,adidas Yeezy Boost 350 V2 Beluga,4
"Friday, August 11, 2017","$1,029",adidas Yeezy Boost 350 V2 Beluga,10.5
"Friday, August 11, 2017","$1,236",adidas Yeezy Boost 350 V2 Beluga,6
"Thursday, August 10, 2017",$905,adidas Yeezy Boost 350 V2 Beluga,4
"Thursday, August 10, 2017",$805,adidas Yeezy Boost 350 V2 Beluga,7.5
"Thursday, August 10, 2017",$922,adidas Yeezy Boost 350 V2 Beluga,8.5
"Thursday, August 10, 2017","$1,100",adidas Yeezy Boost 350 V2 Beluga,6.5
"Thursday, August 10, 2017","$1,099",adidas Yeezy Boost 350 V2 Beluga,13
"Thursday, August 10, 2017","$1,000",adidas Yeezy Boost 350 V2 Beluga,10
"Thursday, August 10, 2017",$870,adidas Yeezy Boost 350 V2 Beluga,8
"Thursday, August 10, 2017","$1,040",adidas Yeezy Boost 350 V2 Beluga,10
"Thursday, August 10, 2017",$890,adidas Yeezy Boost 350 V2 Beluga,8
"Thursday, August 10, 2017",$990,adidas Yeezy Boost 350 V2 Beluga,13
"Thursday, August 10, 2017",$970,adidas Yeezy Boost 350 V2 Beluga,9.5
"Thursday, August 10, 2017",$969,adidas Yeezy Boost 350 V2 Beluga,9.5
"Thursday, August 10, 2017","$1,250",adidas Yeezy Boost 350 V2 Beluga,5
"Thursday, August 10, 2017","$1,250",adidas Yeezy Boost 350 V2 Beluga,5
"Wednesday, August 9, 2017",$920,adidas Yeezy Boost 350 V2 Beluga,8
"Wednesday, August 9, 2017",$999,adidas Yeezy Boost 350 V2 Beluga,9
"Wednesday, August 9, 2017","$1,135",adidas Yeezy Boost 350 V2 Beluga,11
"Wednesday, August 9, 2017",$956,adidas Yeezy Boost 350 V2 Beluga,9
"Wednesday, August 9, 2017","$1,250",adidas Yeezy Boost 350 V2 Beluga,6.5
"Wednesday, August 9, 2017","$2,000",adidas Yeezy Boost 350 V2 Beluga,14
"Tuesday, August 8, 2017","$1,090",adidas Yeezy Boost 350 V2 Beluga,13
"Tuesday, August 8, 2017",$748,adidas Yeezy Boost 350 V2 Beluga,4
"Tuesday, August 8, 2017",$850,adidas Yeezy Boost 350 V2 Beluga,4
"Monday, August 7, 2017",$982,adidas Yeezy Boost 350 V2 Beluga,10.5
"Monday, August 7, 2017","$1,055",adidas Yeezy Boost 350 V2 Beluga,11.5
"Monday, August 7, 2017","$1,050",adidas Yeezy Boost 350 V2 Beluga,14
"Monday, August 7, 2017",$850,adidas Yeezy Boost 350 V2 Beluga,5
"Monday, August 7, 2017",$879,adidas Yeezy Boost 350 V2 Beluga,4
"Monday, August 7, 2017",$800,adidas Yeezy Boost 350 V2 Beluga,4
"Monday, August 7, 2017","$1,250",adidas Yeezy Boost 350 V2 Beluga,14
"Sunday, August 6, 2017",$900,adidas Yeezy Boost 350 V2 Beluga,4
"Sunday, August 6, 2017",$850,adidas Yeezy Boost 350 V2 Beluga,5
"Saturday, August 5, 2017",$900,adidas Yeezy Boost 350 V2 Beluga,4.5
"Saturday, August 5, 2017","$1,287",adidas Yeezy Boost 350 V2 Beluga,6.5
"Friday, August 4, 2017","$1,020",adidas Yeezy Boost 350 V2 Beluga,10.5
"Friday, August 4, 2017",$980,adidas Yeezy Boost 350 V2 Beluga,10
"Friday, August 4, 2017",$750,adidas Yeezy Boost 350 V2 Beluga,4
"Friday, August 4, 2017",$865,adidas Yeezy Boost 350 V2 Beluga,5
"Friday, August 4, 2017",$850,adidas Yeezy Boost 350 V2 Beluga,5
"Thursday, August 3, 2017",$950,adidas Yeezy Boost 350 V2 Beluga,9.5
"Thursday, August 3, 2017","$1,050",adidas Yeezy Boost 350 V2 Beluga,11
"Thursday, August 3, 2017",$975,adidas Yeezy Boost 350 V2 Beluga,11
"Thursday, August 3, 2017",$940,adidas Yeezy Boost 350 V2 Beluga,8.5
"Thursday, August 3, 2017","$1,250",adidas Yeezy Boost 350 V2 Beluga,5.5
"Wednesday, August 2, 2017",$885,adidas Yeezy Boost 350 V2 Beluga,5
"Wednesday, August 2, 2017","$1,000",adidas Yeezy Boost 350 V2 Beluga,9
"Tuesday, August 1, 2017","$1,001",adidas Yeezy Boost 350 V2 Beluga,11.5
"Tuesday, August 1, 2017",$960,adidas Yeezy Boost 350 V2 Beluga,6
"Tuesday, August 1, 2017",$900,adidas Yeezy Boost 350 V2 Beluga,5
"Monday, July 31, 2017","$1,000",adidas Yeezy Boost 350 V2 Beluga,11
"Monday, July 31, 2017","$1,134",adidas Yeezy Boost 350 V2 Beluga,11
"Monday, July 31, 2017",$850,adidas Yeezy Boost 350 V2 Beluga,7
"Monday, July 31, 2017",$800,adidas Yeezy Boost 350 V2 Beluga,5
"Monday, July 31, 2017",$915,adidas Yeezy Boost 350 V2 Beluga,8.5
"Monday, July 31, 2017",$890,adidas Yeezy Boost 350 V2 Beluga,8
"Monday, July 31, 2017",$911,adidas Yeezy Boost 350 V2 Beluga,9.5
"Monday, July 31, 2017",$950,adidas Yeezy Boost 350 V2 Beluga,10
"Monday, July 31, 2017","$1,020",adidas Yeezy Boost 350 V2 Beluga,9
"Monday, July 31, 2017",$950,adidas Yeezy Boost 350 V2 Beluga,13
"Sunday, July 30, 2017","$1,250",adidas Yeezy Boost 350 V2 Beluga,14
"Saturday, July 29, 2017",$925,adidas Yeezy Boost 350 V2 Beluga,12
"Saturday, July 29, 2017",$925,adidas Yeezy Boost 350 V2 Beluga,10
"Saturday, July 29, 2017",$925,adidas Yeezy Boost 350 V2 Beluga,9.5
"Saturday, July 29, 2017",$981,adidas Yeezy Boost 350 V2 Beluga,11.5
"Saturday, July 29, 2017",$930,adidas Yeezy Boost 350 V2 Beluga,9.5
"Saturday, July 29, 2017","$1,010",adidas Yeezy Boost 350 V2 Beluga,11.5
"Saturday, July 29, 2017","$1,000",adidas Yeezy Boost 350 V2 Beluga,4
"Saturday, July 29, 2017","$1,000",adidas Yeezy Boost 350 V2 Beluga,4
"Saturday, July 29, 2017","$1,000",adidas Yeezy Boost 350 V2 Beluga,4
"Saturday, July 29, 2017","$1,211",adidas Yeezy Boost 350 V2 Beluga,6
"Friday, July 28, 2017",$899,adidas Yeezy Boost 350 V2 Beluga,6
"Friday, July 28, 2017","$1,095",adidas Yeezy Boost 350 V2 Beluga,12
,$691,adidas Yeezy Boost 350 V2 Core Black White,10.5
"Tuesday, October 17, 2017",$695,adidas Yeezy Boost 350 V2 Core Black White,9
"Tuesday, October 17, 2017",$703,adidas Yeezy Boost 350 V2 Core Black White,7.5
"Tuesday, October 17, 2017",$785,adidas Yeezy Boost 350 V2 Core Black White,9.5
"Tuesday, October 17, 2017",$760,adidas Yeezy Boost 350 V2 Core Black White,10
"Tuesday, October 17, 2017",$750,adidas Yeezy Boost 350 V2 Core Black White,13
"Tuesday, October 17, 2017",$714,adidas Yeezy Boost 350 V2 Core Black White,10
"Tuesday, October 17, 2017",$695,adidas Yeezy Boost 350 V2 Core Black White,9
"Tuesday, October 17, 2017",$795,adidas Yeezy Boost 350 V2 Core Black White,10
"Tuesday, October 17, 2017",$740,adidas Yeezy Boost 350 V2 Core Black White,10.5
"Tuesday, October 17, 2017",$686,adidas Yeezy Boost 350 V2 Core Black White,13
"Tuesday, October 17, 2017",$850,adidas Yeezy Boost 350 V2 Core Black White,4.5
"Tuesday, October 17, 2017",$695,adidas Yeezy Boost 350 V2 Core Black White,9
"Tuesday, October 17, 2017",$850,adidas Yeezy Boost 350 V2 Core Black White,5
"Tuesday, October 17, 2017",$925,adidas Yeezy Boost 350 V2 Core Black White,6.5
"Tuesday, October 17, 2017",$765,adidas Yeezy Boost 350 V2 Core Black White,9.5
"Tuesday, October 17, 2017",$695,adidas Yeezy Boost 350 V2 Core Black White,8.5
"Tuesday, October 17, 2017",$750,adidas Yeezy Boost 350 V2 Core Black White,12
"Tuesday, October 17, 2017",$720,adidas Yeezy Boost 350 V2 Core Black White,10
"Tuesday, October 17, 2017",$740,adidas Yeezy Boost 350 V2 Core Black White,10.5
"Tuesday, October 17, 2017",$800,adidas Yeezy Boost 350 V2 Core Black White,12
"Tuesday, October 17, 2017",$898,adidas Yeezy Boost 350 V2 Core Black White,6
"Tuesday, October 17, 2017",$850,adidas Yeezy Boost 350 V2 Core Black White,6
"Monday, October 16, 2017",$687,adidas Yeezy Boost 350 V2 Core Black White,10.5
"Monday, October 16, 2017",$700,adidas Yeezy Boost 350 V2 Core Black White,8
"Monday, October 16, 2017",$685,adidas Yeezy Boost 350 V2 Core Black White,8
"Monday, October 16, 2017",$807,adidas Yeezy Boost 350 V2 Core Black White,6
"Monday, October 16, 2017",$740,adidas Yeezy Boost 350 V2 Core Black White,10
"Monday, October 16, 2017",$720,adidas Yeezy Boost 350 V2 Core Black White,12
"Monday, October 16, 2017",$690,adidas Yeezy Boost 350 V2 Core Black White,10.5
"Monday, October 16, 2017",$750,adidas Yeezy Boost 350 V2 Core Black White,9
"Monday, October 16, 2017",$765,adidas Yeezy Boost 350 V2 Core Black White,11.5
"Monday, October 16, 2017",$760,adidas Yeezy Boost 350 V2 Core Black White,10
"Monday, October 16, 2017",$790,adidas Yeezy Boost 350 V2 Core Black White,8.5
"Monday, October 16, 2017",$748,adidas Yeezy Boost 350 V2 Core Black White,10
"Monday, October 16, 2017",$835,adidas Yeezy Boost 350 V2 Core Black White,11.5
"Monday, October 16, 2017",$689,adidas Yeezy Boost 350 V2 Core Black White,8.5
"Monday, October 16, 2017","$1,440",adidas Yeezy Boost 350 V2 Core Black White,6
"Monday, October 16, 2017",$727,adidas Yeezy Boost 350 V2 Core Black White,9.5
"Monday, October 16, 2017",$685,adidas Yeezy Boost 350 V2 Core Black White,9
"Sunday, October 15, 2017",$850,adidas Yeezy Boost 350 V2 Core Black White,4
"Sunday, October 15, 2017","$1,500",adidas Yeezy Boost 350 V2 Core Black White,5
"Saturday, October 14, 2017",$745,adidas Yeezy Boost 350 V2 Core Black White,11.5
"Saturday, October 14, 2017",$694,adidas Yeezy Boost 350 V2 Core Black White,8
"Saturday, October 14, 2017",$699,adidas Yeezy Boost 350 V2 Core Black White,13
"Saturday, October 14, 2017",$760,adidas Yeezy Boost 350 V2 Core Black White,10
"Saturday, October 14, 2017",$775,adidas Yeezy Boost 350 V2 Core Black White,11.5
"Friday, October 13, 2017",$745,adidas Yeezy Boost 350 V2 Core Black White,9
"Friday, October 13, 2017",$750,adidas Yeezy Boost 350 V2 Core Black White,8.5
"Friday, October 13, 2017",$650,adidas Yeezy Boost 350 V2 Core Black White,10.5
"Friday, October 13, 2017",$694,adidas Yeezy Boost 350 V2 Core Black White,8
"Friday, October 13, 2017",$686,adidas Yeezy Boost 350 V2 Core Black White,8
"Friday, October 13, 2017",$751,adidas Yeezy Boost 350 V2 Core Black White,11.5
"Friday, October 13, 2017",$800,adidas Yeezy Boost 350 V2 Core Black White,13
"Friday, October 13, 2017",$727,adidas Yeezy Boost 350 V2 Core Black White,13
"Friday, October 13, 2017",$694,adidas Yeezy Boost 350 V2 Core Black White,8
"Friday, October 13, 2017",$680,adidas Yeezy Boost 350 V2 Core Black White,9
"Friday, October 13, 2017",$820,adidas Yeezy Boost 350 V2 Core Black White,6
"Friday, October 13, 2017",$798,adidas Yeezy Boost 350 V2 Core Black White,9.5
"Friday, October 13, 2017","$1,542",adidas Yeezy Boost 350 V2 Core Black White,4
"Friday, October 13, 2017",$695,adidas Yeezy Boost 350 V2 Core Black White,10.5
"Friday, October 13, 2017","$1,500",adidas Yeezy Boost 350 V2 Core Black White,6
"Friday, October 13, 2017",$819,adidas Yeezy Boost 350 V2 Core Black White,6
"Thursday, October 12, 2017",$750,adidas Yeezy Boost 350 V2 Core Black White,13
"Thursday, October 12, 2017",$850,adidas Yeezy Boost 350 V2 Core Black White,5
"Thursday, October 12, 2017",$800,adidas Yeezy Boost 350 V2 Core Black White,4
"Thursday, October 12, 2017",$775,adidas Yeezy Boost 350 V2 Core Black White,9
"Thursday, October 12, 2017",$788,adidas Yeezy Boost 350 V2 Core Black White,7.5
"Thursday, October 12, 2017","$1,542",adidas Yeezy Boost 350 V2 Core Black White,5
"Thursday, October 12, 2017",$775,adidas Yeezy Boost 350 V2 Core Black White,8.5
"Thursday, October 12, 2017","$1,287",adidas Yeezy Boost 350 V2 Core Black White,14
"Thursday, October 12, 2017","$1,235",adidas Yeezy Boost 350 V2 Core Black White,6.5
"Thursday, October 12, 2017","$1,065",adidas Yeezy Boost 350 V2 Core Black White,4
"Wednesday, October 11, 2017",$686,adidas Yeezy Boost 350 V2 Core Black White,8
"Wednesday, October 11, 2017",$775,adidas Yeezy Boost 350 V2 Core Black White,7
"Wednesday, October 11, 2017",$740,adidas Yeezy Boost 350 V2 Core Black White,10.5
"Wednesday, October 11, 2017","$1,500",adidas Yeezy Boost 350 V2 Core Black White,5
"Wednesday, October 11, 2017","$1,000",adidas Yeezy Boost 350 V2 Core Black White,14
