"","name","size","resellPrice","sellDate","day","date","sellMonth"
"790","adidas Yeezy Boost 350 V2 Cream White",10.5,450,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"791","adidas Yeezy Boost 350 V2 Cream White",10.5,480,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"792","adidas Yeezy Boost 350 V2 Cream White",7.5,502,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"793","adidas Yeezy Boost 350 V2 Cream White",10.5,600,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"794","adidas Yeezy Boost 350 V2 Cream White",10,480,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"795","adidas Yeezy Boost 350 V2 Cream White",9,470,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"796","adidas Yeezy Boost 350 V2 Cream White",9.5,460,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"797","adidas Yeezy Boost 350 V2 Cream White",10.5,470,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"798","adidas Yeezy Boost 350 V2 Cream White",9.5,460,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"799","adidas Yeezy Boost 350 V2 Cream White",9,441,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"800","adidas Yeezy Boost 350 V2 Cream White",11,479,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"801","adidas Yeezy Boost 350 V2 Cream White",10,490,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"802","adidas Yeezy Boost 350 V2 Cream White",9,479,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"803","adidas Yeezy Boost 350 V2 Cream White",10,489,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"804","adidas Yeezy Boost 350 V2 Cream White",12,485,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"805","adidas Yeezy Boost 350 V2 Cream White",10.5,480,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"806","adidas Yeezy Boost 350 V2 Cream White",10,475,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"807","adidas Yeezy Boost 350 V2 Cream White",10.5,475,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"808","adidas Yeezy Boost 350 V2 Cream White",11.5,515,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"809","adidas Yeezy Boost 350 V2 Cream White",12,490,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"810","adidas Yeezy Boost 350 V2 Cream White",8.5,480,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"811","adidas Yeezy Boost 350 V2 Cream White",8,488,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"812","adidas Yeezy Boost 350 V2 Cream White",9.5,461,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"813","adidas Yeezy Boost 350 V2 Cream White",8.5,490,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"814","adidas Yeezy Boost 350 V2 Cream White",4.5,800,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"815","adidas Yeezy Boost 350 V2 Cream White",11,499,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"816","adidas Yeezy Boost 350 V2 Cream White",6,680,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"817","adidas Yeezy Boost 350 V2 Cream White",10.5,467,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"818","adidas Yeezy Boost 350 V2 Cream White",6,1000,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"819","adidas Yeezy Boost 350 V2 Cream White",10.5,460,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"820","adidas Yeezy Boost 350 V2 Cream White",10,456,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"821","adidas Yeezy Boost 350 V2 Cream White",10.5,485,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"822","adidas Yeezy Boost 350 V2 Cream White",8,490,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"823","adidas Yeezy Boost 350 V2 Cream White",9,475,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"824","adidas Yeezy Boost 350 V2 Cream White",11.5,481,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"825","adidas Yeezy Boost 350 V2 Cream White",10.5,475,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"826","adidas Yeezy Boost 350 V2 Cream White",9.5,475,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"827","adidas Yeezy Boost 350 V2 Cream White",7,700,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"828","adidas Yeezy Boost 350 V2 Cream White",9.5,474,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"829","adidas Yeezy Boost 350 V2 Cream White",10,447,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"830","adidas Yeezy Boost 350 V2 Cream White",10.5,480,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"831","adidas Yeezy Boost 350 V2 Cream White",6.5,700,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"832","adidas Yeezy Boost 350 V2 Cream White",11,550,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"833","adidas Yeezy Boost 350 V2 Cream White",6,800,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"834","adidas Yeezy Boost 350 V2 Cream White",9,550,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"835","adidas Yeezy Boost 350 V2 Cream White",10.5,575,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"836","adidas Yeezy Boost 350 V2 Cream White",7,700,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"837","adidas Yeezy Boost 350 V2 Cream White",11.5,670,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"838","adidas Yeezy Boost 350 V2 Cream White",8,600,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"839","adidas Yeezy Boost 350 V2 Cream White",8.5,650,2017-10-12,"Thursday"," October 12, 2017","Oct 2017"
"840","adidas Yeezy Boost 350 V2 Cream White",9,590,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"841","adidas Yeezy Boost 350 V2 Cream White",7.5,726,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"842","adidas Yeezy Boost 350 V2 Cream White",10.5,461,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"843","adidas Yeezy Boost 350 V2 Cream White",9,470,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"844","adidas Yeezy Boost 350 V2 Cream White",13,480,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"845","adidas Yeezy Boost 350 V2 Cream White",9.5,455,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"846","adidas Yeezy Boost 350 V2 Cream White",10,470,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"847","adidas Yeezy Boost 350 V2 Cream White",10,458,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"848","adidas Yeezy Boost 350 V2 Cream White",10,619,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"849","adidas Yeezy Boost 350 V2 Cream White",11,450,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"850","adidas Yeezy Boost 350 V2 Cream White",9.5,475,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"851","adidas Yeezy Boost 350 V2 Cream White",8,469,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"852","adidas Yeezy Boost 350 V2 Cream White",11.5,499,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"853","adidas Yeezy Boost 350 V2 Cream White",10,495,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"854","adidas Yeezy Boost 350 V2 Cream White",9.5,465,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"855","adidas Yeezy Boost 350 V2 Cream White",10.5,447,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"856","adidas Yeezy Boost 350 V2 Cream White",9,450,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"857","adidas Yeezy Boost 350 V2 Cream White",7,570,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"858","adidas Yeezy Boost 350 V2 Cream White",12,510,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"859","adidas Yeezy Boost 350 V2 Cream White",7.5,700,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"860","adidas Yeezy Boost 350 V2 Cream White",10.5,465,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"861","adidas Yeezy Boost 350 V2 Cream White",12,460,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"862","adidas Yeezy Boost 350 V2 Cream White",10,480,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"863","adidas Yeezy Boost 350 V2 Cream White",11.5,512,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"864","adidas Yeezy Boost 350 V2 Cream White",12,520,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"865","adidas Yeezy Boost 350 V2 Cream White",11.5,500,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"866","adidas Yeezy Boost 350 V2 Cream White",12,510,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"867","adidas Yeezy Boost 350 V2 Cream White",10,600,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"868","adidas Yeezy Boost 350 V2 Cream White",10.5,575,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"869","adidas Yeezy Boost 350 V2 Cream White",9,474,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"870","adidas Yeezy Boost 350 V2 Cream White",9,465,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"871","adidas Yeezy Boost 350 V2 Cream White",10,475,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"872","adidas Yeezy Boost 350 V2 Cream White",10.5,480,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"873","adidas Yeezy Boost 350 V2 Cream White",10,488,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"874","adidas Yeezy Boost 350 V2 Cream White",9,470,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"875","adidas Yeezy Boost 350 V2 Cream White",11,478,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"876","adidas Yeezy Boost 350 V2 Cream White",12,471,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"877","adidas Yeezy Boost 350 V2 Cream White",8.5,644,2017-10-11,"Wednesday"," October 11, 2017","Oct 2017"
"878","adidas Yeezy Boost 350 V2 Cream White",8.5,639,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"879","adidas Yeezy Boost 350 V2 Cream White",5,614,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"880","adidas Yeezy Boost 350 V2 Cream White",11,439,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"881","adidas Yeezy Boost 350 V2 Cream White",7,595,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"882","adidas Yeezy Boost 350 V2 Cream White",8.5,490,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"883","adidas Yeezy Boost 350 V2 Cream White",9.5,474,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"884","adidas Yeezy Boost 350 V2 Cream White",7.5,550,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"885","adidas Yeezy Boost 350 V2 Cream White",4,501,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"886","adidas Yeezy Boost 350 V2 Cream White",12,510,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"887","adidas Yeezy Boost 350 V2 Cream White",10,455,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"888","adidas Yeezy Boost 350 V2 Cream White",5.5,750,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"889","adidas Yeezy Boost 350 V2 Cream White",6,679,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"890","adidas Yeezy Boost 350 V2 Cream White",10,600,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"891","adidas Yeezy Boost 350 V2 Cream White",9.5,470,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"892","adidas Yeezy Boost 350 V2 Cream White",8.5,500,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"893","adidas Yeezy Boost 350 V2 Cream White",10.5,460,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"894","adidas Yeezy Boost 350 V2 Cream White",13,675,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"895","adidas Yeezy Boost 350 V2 Cream White",11,490,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"896","adidas Yeezy Boost 350 V2 Cream White",8.5,475,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"897","adidas Yeezy Boost 350 V2 Cream White",8.5,625,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"898","adidas Yeezy Boost 350 V2 Cream White",7,700,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"899","adidas Yeezy Boost 350 V2 Cream White",10.5,470,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"900","adidas Yeezy Boost 350 V2 Cream White",9.5,467,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"901","adidas Yeezy Boost 350 V2 Cream White",9,455,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"902","adidas Yeezy Boost 350 V2 Cream White",13,525,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"903","adidas Yeezy Boost 350 V2 Cream White",9.5,477,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"904","adidas Yeezy Boost 350 V2 Cream White",9,550,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"905","adidas Yeezy Boost 350 V2 Cream White",7,828,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"906","adidas Yeezy Boost 350 V2 Cream White",8.5,629,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"907","adidas Yeezy Boost 350 V2 Cream White",9.5,600,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"908","adidas Yeezy Boost 350 V2 Cream White",11,600,2017-10-10,"Tuesday"," October 10, 2017","Oct 2017"
"909","adidas Yeezy Boost 350 V2 Cream White",16,700,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"910","adidas Yeezy Boost 350 V2 Cream White",9.5,468,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"911","adidas Yeezy Boost 350 V2 Cream White",10,485,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"912","adidas Yeezy Boost 350 V2 Cream White",10.5,460,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"913","adidas Yeezy Boost 350 V2 Cream White",4,492,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"914","adidas Yeezy Boost 350 V2 Cream White",9,475,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"915","adidas Yeezy Boost 350 V2 Cream White",10.5,446,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"916","adidas Yeezy Boost 350 V2 Cream White",11,440,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"917","adidas Yeezy Boost 350 V2 Cream White",10,450,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"918","adidas Yeezy Boost 350 V2 Cream White",10,450,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"919","adidas Yeezy Boost 350 V2 Cream White",8.5,540,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"920","adidas Yeezy Boost 350 V2 Cream White",5,700,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"921","adidas Yeezy Boost 350 V2 Cream White",5,595,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"922","adidas Yeezy Boost 350 V2 Cream White",12,600,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"923","adidas Yeezy Boost 350 V2 Cream White",6.5,920,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"924","adidas Yeezy Boost 350 V2 Cream White",6.5,650,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"925","adidas Yeezy Boost 350 V2 Cream White",9.5,445,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"926","adidas Yeezy Boost 350 V2 Cream White",9.5,625,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"927","adidas Yeezy Boost 350 V2 Cream White",10.5,475,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"928","adidas Yeezy Boost 350 V2 Cream White",11.5,650,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"929","adidas Yeezy Boost 350 V2 Cream White",13,500,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"930","adidas Yeezy Boost 350 V2 Cream White",7.5,725,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"931","adidas Yeezy Boost 350 V2 Cream White",12,511,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"932","adidas Yeezy Boost 350 V2 Cream White",10,485,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"933","adidas Yeezy Boost 350 V2 Cream White",12,487,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"934","adidas Yeezy Boost 350 V2 Cream White",6,669,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"935","adidas Yeezy Boost 350 V2 Cream White",12,499,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"936","adidas Yeezy Boost 350 V2 Cream White",8,600,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"937","adidas Yeezy Boost 350 V2 Cream White",10.5,580,2017-10-09,"Monday"," October 9, 2017","Oct 2017"
"938","adidas Yeezy Boost 350 V2 Cream White",8,575,2017-10-08,"Sunday"," October 8, 2017","Oct 2017"
"939","adidas Yeezy Boost 350 V2 Cream White",10.5,550,2017-10-08,"Sunday"," October 8, 2017","Oct 2017"
"940","adidas Yeezy Boost 350 V2 Cream White",8.5,625,2017-10-08,"Sunday"," October 8, 2017","Oct 2017"
"941","adidas Yeezy Boost 350 V2 Cream White",7,1000,2017-10-08,"Sunday"," October 8, 2017","Oct 2017"
"942","adidas Yeezy Boost 350 V2 Cream White",11.5,650,2017-10-08,"Sunday"," October 8, 2017","Oct 2017"
"943","adidas Yeezy Boost 350 V2 Cream White",9.5,600,2017-10-08,"Sunday"," October 8, 2017","Oct 2017"
"944","adidas Yeezy Boost 350 V2 Cream White",9,695,2017-10-08,"Sunday"," October 8, 2017","Oct 2017"
"945","adidas Yeezy Boost 350 V2 Cream White",6.5,905,2017-10-08,"Sunday"," October 8, 2017","Oct 2017"
"946","adidas Yeezy Boost 350 V2 Cream White",10,604,2017-10-08,"Sunday"," October 8, 2017","Oct 2017"
"947","adidas Yeezy Boost 350 V2 Cream White",11,650,2017-10-08,"Sunday"," October 8, 2017","Oct 2017"
"948","adidas Yeezy Boost 350 V2 Cream White",9,716,2017-10-08,"Sunday"," October 8, 2017","Oct 2017"
"949","adidas Yeezy Boost 350 V2 Cream White",7,700,2017-10-08,"Sunday"," October 8, 2017","Oct 2017"
"950","adidas Yeezy Boost 350 V2 Cream White",11.5,575,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"951","adidas Yeezy Boost 350 V2 Cream White",10.5,573,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"952","adidas Yeezy Boost 350 V2 Cream White",11,600,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"953","adidas Yeezy Boost 350 V2 Cream White",11,600,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"954","adidas Yeezy Boost 350 V2 Cream White",9,550,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"955","adidas Yeezy Boost 350 V2 Cream White",8,583,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"956","adidas Yeezy Boost 350 V2 Cream White",10.5,580,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"957","adidas Yeezy Boost 350 V2 Cream White",6,940,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"958","adidas Yeezy Boost 350 V2 Cream White",8,600,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"959","adidas Yeezy Boost 350 V2 Cream White",14,650,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"960","adidas Yeezy Boost 350 V2 Cream White",8,575,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"961","adidas Yeezy Boost 350 V2 Cream White",13,675,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"962","adidas Yeezy Boost 350 V2 Cream White",7,803,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"963","adidas Yeezy Boost 350 V2 Cream White",11,650,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"964","adidas Yeezy Boost 350 V2 Cream White",10,600,2017-10-07,"Saturday"," October 7, 2017","Oct 2017"
"965","adidas Yeezy Boost 350 V2 Cream White",8.5,550,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"966","adidas Yeezy Boost 350 V2 Cream White",11,614,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"967","adidas Yeezy Boost 350 V2 Cream White",10,600,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"968","adidas Yeezy Boost 350 V2 Cream White",10,600,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"969","adidas Yeezy Boost 350 V2 Cream White",9.5,600,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"970","adidas Yeezy Boost 350 V2 Cream White",10,568,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"971","adidas Yeezy Boost 350 V2 Cream White",12.5,640,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"972","adidas Yeezy Boost 350 V2 Cream White",8.5,450,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"973","adidas Yeezy Boost 350 V2 Cream White",8.5,495,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"974","adidas Yeezy Boost 350 V2 Cream White",11.5,500,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"975","adidas Yeezy Boost 350 V2 Cream White",8,470,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"976","adidas Yeezy Boost 350 V2 Cream White",4,572,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"977","adidas Yeezy Boost 350 V2 Cream White",9.5,464,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"978","adidas Yeezy Boost 350 V2 Cream White",7,533,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"979","adidas Yeezy Boost 350 V2 Cream White",10.5,480,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"980","adidas Yeezy Boost 350 V2 Cream White",10,470,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"981","adidas Yeezy Boost 350 V2 Cream White",11.5,520,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"982","adidas Yeezy Boost 350 V2 Cream White",11.5,505,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"983","adidas Yeezy Boost 350 V2 Cream White",9.5,701,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"984","adidas Yeezy Boost 350 V2 Cream White",14,460,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"985","adidas Yeezy Boost 350 V2 Cream White",7,530,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"986","adidas Yeezy Boost 350 V2 Cream White",6.5,675,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"987","adidas Yeezy Boost 350 V2 Cream White",10.5,600,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"988","adidas Yeezy Boost 350 V2 Cream White",9.5,463,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"989","adidas Yeezy Boost 350 V2 Cream White",9.5,600,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"990","adidas Yeezy Boost 350 V2 Cream White",7,800,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"991","adidas Yeezy Boost 350 V2 Cream White",11,515,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"992","adidas Yeezy Boost 350 V2 Cream White",16,873,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"993","adidas Yeezy Boost 350 V2 Cream White",9,460,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"994","adidas Yeezy Boost 350 V2 Cream White",6,900,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"995","adidas Yeezy Boost 350 V2 Cream White",11,450,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"996","adidas Yeezy Boost 350 V2 Cream White",9.5,455,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"997","adidas Yeezy Boost 350 V2 Cream White",13,530,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"998","adidas Yeezy Boost 350 V2 Cream White",9.5,475,2017-10-06,"Friday"," October 6, 2017","Oct 2017"
"999","adidas Yeezy Powerphase Calabasas Core White",9.5,230,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1000","adidas Yeezy Powerphase Calabasas Core White",12,249,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1001","adidas Yeezy Powerphase Calabasas Core White",12,245,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1002","adidas Yeezy Powerphase Calabasas Core White",9,215,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1003","adidas Yeezy Powerphase Calabasas Core White",10.5,193,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1004","adidas Yeezy Powerphase Calabasas Core White",9.5,219,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1005","adidas Yeezy Powerphase Calabasas Core White",9,216,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1006","adidas Yeezy Powerphase Calabasas Core White",9.5,211,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1007","adidas Yeezy Powerphase Calabasas Core White",5,290,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1008","adidas Yeezy Powerphase Calabasas Core White",10,230,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1009","adidas Yeezy Powerphase Calabasas Core White",10.5,210,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1010","adidas Yeezy Powerphase Calabasas Core White",11,238,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1011","adidas Yeezy Powerphase Calabasas Core White",9,225,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1012","adidas Yeezy Powerphase Calabasas Core White",10,217,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1013","adidas Yeezy Powerphase Calabasas Core White",11,230,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1014","adidas Yeezy Powerphase Calabasas Core White",9.5,210,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1015","adidas Yeezy Powerphase Calabasas Core White",11,210,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1016","adidas Yeezy Powerphase Calabasas Core White",4.5,351,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1017","adidas Yeezy Powerphase Calabasas Core White",10.5,211,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1018","adidas Yeezy Powerphase Calabasas Core White",10,240,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1019","adidas Yeezy Powerphase Calabasas Core White",10.5,215,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1020","adidas Yeezy Powerphase Calabasas Core White",10.5,215,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
"1021","adidas Yeezy Powerphase Calabasas Core White",11,220,2017-10-17,"Tuesday"," October 17, 2017","Oct 2017"
