"","name","size","resellPrice","sellDate","day","date","sellMonth"
"3570","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,725,2017-09-26,"Tuesday"," September 26, 2017","Sep 2017"
"3571","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,594,2017-09-25,"Monday"," September 25, 2017","Sep 2017"
"3572","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",13,724,2017-09-22,"Friday"," September 22, 2017","Sep 2017"
"3573","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,750,2017-09-22,"Friday"," September 22, 2017","Sep 2017"
"3574","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,770,2017-09-22,"Friday"," September 22, 2017","Sep 2017"
"3575","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,650,2017-09-22,"Friday"," September 22, 2017","Sep 2017"
"3576","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",12,660,2017-09-21,"Thursday"," September 21, 2017","Sep 2017"
"3577","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,820,2017-09-21,"Thursday"," September 21, 2017","Sep 2017"
"3578","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,710,2017-09-21,"Thursday"," September 21, 2017","Sep 2017"
"3579","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,798,2017-09-21,"Thursday"," September 21, 2017","Sep 2017"
"3580","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11,715,2017-09-20,"Wednesday"," September 20, 2017","Sep 2017"
"3581","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8.5,819,2017-09-20,"Wednesday"," September 20, 2017","Sep 2017"
"3582","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,835,2017-09-20,"Wednesday"," September 20, 2017","Sep 2017"
"3583","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,790,2017-09-19,"Tuesday"," September 19, 2017","Sep 2017"
"3584","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,768,2017-09-19,"Tuesday"," September 19, 2017","Sep 2017"
"3585","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,745,2017-09-19,"Tuesday"," September 19, 2017","Sep 2017"
"3586","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,650,2017-09-19,"Tuesday"," September 19, 2017","Sep 2017"
"3587","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",7,705,2017-09-19,"Tuesday"," September 19, 2017","Sep 2017"
"3588","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6.5,976,2017-09-19,"Tuesday"," September 19, 2017","Sep 2017"
"3589","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11.5,734,2017-09-18,"Monday"," September 18, 2017","Sep 2017"
"3590","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,850,2017-09-18,"Monday"," September 18, 2017","Sep 2017"
"3591","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11,710,2017-09-16,"Saturday"," September 16, 2017","Sep 2017"
"3592","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",13.5,900,2017-09-16,"Saturday"," September 16, 2017","Sep 2017"
"3593","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8.5,781,2017-09-15,"Friday"," September 15, 2017","Sep 2017"
"3594","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,690,2017-09-14,"Thursday"," September 14, 2017","Sep 2017"
"3595","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,820,2017-09-14,"Thursday"," September 14, 2017","Sep 2017"
"3596","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,525,2017-09-13,"Wednesday"," September 13, 2017","Sep 2017"
"3597","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,748,2017-09-13,"Wednesday"," September 13, 2017","Sep 2017"
"3598","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11.5,745,2017-09-13,"Wednesday"," September 13, 2017","Sep 2017"
"3599","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,748,2017-09-12,"Tuesday"," September 12, 2017","Sep 2017"
"3600","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11,690,2017-09-12,"Tuesday"," September 12, 2017","Sep 2017"
"3601","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,650,2017-09-11,"Monday"," September 11, 2017","Sep 2017"
"3602","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,770,2017-09-11,"Monday"," September 11, 2017","Sep 2017"
"3603","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11.5,680,2017-09-09,"Saturday"," September 9, 2017","Sep 2017"
"3604","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,700,2017-09-08,"Friday"," September 8, 2017","Sep 2017"
"3605","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,747,2017-09-08,"Friday"," September 8, 2017","Sep 2017"
"3606","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,783,2017-09-08,"Friday"," September 8, 2017","Sep 2017"
"3607","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",13,700,2017-09-08,"Friday"," September 8, 2017","Sep 2017"
"3608","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6.5,750,2017-09-07,"Thursday"," September 7, 2017","Sep 2017"
"3609","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,850,2017-09-07,"Thursday"," September 7, 2017","Sep 2017"
"3610","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,710,2017-09-07,"Thursday"," September 7, 2017","Sep 2017"
"3611","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,680,2017-09-07,"Thursday"," September 7, 2017","Sep 2017"
"3612","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,840,2017-09-07,"Thursday"," September 7, 2017","Sep 2017"
"3613","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,735,2017-09-07,"Thursday"," September 7, 2017","Sep 2017"
"3614","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11.5,650,2017-09-06,"Wednesday"," September 6, 2017","Sep 2017"
"3615","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,680,2017-09-06,"Wednesday"," September 6, 2017","Sep 2017"
"3616","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,1007,2017-09-06,"Wednesday"," September 6, 2017","Sep 2017"
"3617","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",13,600,2017-09-05,"Tuesday"," September 5, 2017","Sep 2017"
"3618","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,760,2017-09-05,"Tuesday"," September 5, 2017","Sep 2017"
"3619","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",15,1542,2017-09-01,"Friday"," September 1, 2017","Sep 2017"
"3620","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,731,2017-09-01,"Friday"," September 1, 2017","Sep 2017"
"3621","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,820,2017-09-01,"Friday"," September 1, 2017","Sep 2017"
"3622","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,755,2017-09-01,"Friday"," September 1, 2017","Sep 2017"
"3623","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,570,2017-09-01,"Friday"," September 1, 2017","Sep 2017"
"3624","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",12,793,2017-08-31,"Thursday"," August 31, 2017","Aug 2017"
"3625","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,759,2017-08-31,"Thursday"," August 31, 2017","Aug 2017"
"3626","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",12.5,750,2017-08-31,"Thursday"," August 31, 2017","Aug 2017"
"3627","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11,720,2017-08-31,"Thursday"," August 31, 2017","Aug 2017"
"3628","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,800,2017-08-30,"Wednesday"," August 30, 2017","Aug 2017"
"3629","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,760,2017-08-30,"Wednesday"," August 30, 2017","Aug 2017"
"3630","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",13,650,2017-08-30,"Wednesday"," August 30, 2017","Aug 2017"
"3631","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,760,2017-08-29,"Tuesday"," August 29, 2017","Aug 2017"
"3632","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11,745,2017-08-28,"Monday"," August 28, 2017","Aug 2017"
"3633","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11,745,2017-08-28,"Monday"," August 28, 2017","Aug 2017"
"3634","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6.5,750,2017-08-28,"Monday"," August 28, 2017","Aug 2017"
"3635","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,755,2017-08-24,"Thursday"," August 24, 2017","Aug 2017"
"3636","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,655,2017-08-24,"Thursday"," August 24, 2017","Aug 2017"
"3637","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,760,2017-08-24,"Thursday"," August 24, 2017","Aug 2017"
"3638","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,750,2017-08-24,"Thursday"," August 24, 2017","Aug 2017"
"3639","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11.5,779,2017-08-24,"Thursday"," August 24, 2017","Aug 2017"
"3640","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6.5,700,2017-08-24,"Thursday"," August 24, 2017","Aug 2017"
"3641","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",14,819,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017"
"3642","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,760,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017"
"3643","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",13,650,2017-08-22,"Tuesday"," August 22, 2017","Aug 2017"
"3644","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",7.5,850,2017-08-22,"Tuesday"," August 22, 2017","Aug 2017"
"3645","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,725,2017-08-22,"Tuesday"," August 22, 2017","Aug 2017"
"3646","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6.5,750,2017-08-22,"Tuesday"," August 22, 2017","Aug 2017"
"3647","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,748,2017-08-21,"Monday"," August 21, 2017","Aug 2017"
"3648","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,580,2017-08-21,"Monday"," August 21, 2017","Aug 2017"
"3649","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,760,2017-08-21,"Monday"," August 21, 2017","Aug 2017"
"3650","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",7,700,2017-08-21,"Monday"," August 21, 2017","Aug 2017"
"3651","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,900,2017-08-19,"Saturday"," August 19, 2017","Aug 2017"
"3652","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,750,2017-08-19,"Saturday"," August 19, 2017","Aug 2017"
"3653","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,900,2017-08-19,"Saturday"," August 19, 2017","Aug 2017"
"3654","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,716,2017-08-18,"Friday"," August 18, 2017","Aug 2017"
"3655","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,751,2017-08-18,"Friday"," August 18, 2017","Aug 2017"
"3656","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11,720,2017-08-17,"Thursday"," August 17, 2017","Aug 2017"
"3657","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,745,2017-08-17,"Thursday"," August 17, 2017","Aug 2017"
"3658","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,759,2017-08-17,"Thursday"," August 17, 2017","Aug 2017"
"3659","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,740,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017"
"3660","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,750,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017"
"3661","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",13,525,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017"
"3662","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,740,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017"
"3663","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",7.5,700,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017"
"3664","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,720,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017"
"3665","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,609,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017"
"3666","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,732,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017"
"3667","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",7,650,2017-08-15,"Tuesday"," August 15, 2017","Aug 2017"
"3668","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,750,2017-08-15,"Tuesday"," August 15, 2017","Aug 2017"
"3669","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,599,2017-08-14,"Monday"," August 14, 2017","Aug 2017"
"3670","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11,726,2017-08-11,"Friday"," August 11, 2017","Aug 2017"
"3671","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11,729,2017-08-11,"Friday"," August 11, 2017","Aug 2017"
"3672","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,815,2017-08-11,"Friday"," August 11, 2017","Aug 2017"
"3673","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",7.5,889,2017-08-11,"Friday"," August 11, 2017","Aug 2017"
"3674","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,695,2017-08-11,"Friday"," August 11, 2017","Aug 2017"
"3675","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,740,2017-08-10,"Thursday"," August 10, 2017","Aug 2017"
"3676","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,714,2017-08-10,"Thursday"," August 10, 2017","Aug 2017"
"3677","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,735,2017-08-10,"Thursday"," August 10, 2017","Aug 2017"
"3678","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8.5,756,2017-08-10,"Thursday"," August 10, 2017","Aug 2017"
"3679","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8.5,736,2017-08-10,"Thursday"," August 10, 2017","Aug 2017"
"3680","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8.5,755,2017-08-10,"Thursday"," August 10, 2017","Aug 2017"
"3681","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,609,2017-08-10,"Thursday"," August 10, 2017","Aug 2017"
"3682","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8.5,745,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017"
"3683","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,750,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017"
"3684","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8.5,774,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017"
"3685","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",13,600,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017"
"3686","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",13,650,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017"
"3687","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11.5,707,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017"
"3688","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,750,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017"
"3689","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,785,2017-08-08,"Tuesday"," August 8, 2017","Aug 2017"
"3690","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11.5,745,2017-08-08,"Tuesday"," August 8, 2017","Aug 2017"
"3691","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,744,2017-08-08,"Tuesday"," August 8, 2017","Aug 2017"
"3692","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,745,2017-08-07,"Monday"," August 7, 2017","Aug 2017"
"3693","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6.5,850,2017-08-07,"Monday"," August 7, 2017","Aug 2017"
"3694","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,785,2017-08-04,"Friday"," August 4, 2017","Aug 2017"
"3695","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",7.5,680,2017-08-04,"Friday"," August 4, 2017","Aug 2017"
"3696","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,785,2017-08-03,"Thursday"," August 3, 2017","Aug 2017"
"3697","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,750,2017-08-03,"Thursday"," August 3, 2017","Aug 2017"
"3698","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,811,2017-08-03,"Thursday"," August 3, 2017","Aug 2017"
"3699","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8.5,725,2017-08-02,"Wednesday"," August 2, 2017","Aug 2017"
"3700","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,700,2017-08-02,"Wednesday"," August 2, 2017","Aug 2017"
"3701","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,695,2017-08-02,"Wednesday"," August 2, 2017","Aug 2017"
"3702","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11,686,2017-07-31,"Monday"," July 31, 2017","Jul 2017"
"3703","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8.5,701,2017-07-31,"Monday"," July 31, 2017","Jul 2017"
"3704","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",7,651,2017-07-31,"Monday"," July 31, 2017","Jul 2017"
"3705","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",12,606,2017-07-29,"Saturday"," July 29, 2017","Jul 2017"
"3706","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,750,2017-07-29,"Saturday"," July 29, 2017","Jul 2017"
"3707","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,675,2017-07-29,"Saturday"," July 29, 2017","Jul 2017"
"3708","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,800,2017-07-28,"Friday"," July 28, 2017","Jul 2017"
"3709","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,737,2017-07-28,"Friday"," July 28, 2017","Jul 2017"
"3710","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,770,2017-07-28,"Friday"," July 28, 2017","Jul 2017"
"3711","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,1032,2017-07-28,"Friday"," July 28, 2017","Jul 2017"
"3712","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11,700,2017-07-27,"Thursday"," July 27, 2017","Jul 2017"
"3713","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,738,2017-07-27,"Thursday"," July 27, 2017","Jul 2017"
"3714","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,750,2017-07-27,"Thursday"," July 27, 2017","Jul 2017"
"3715","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",12,740,2017-07-26,"Wednesday"," July 26, 2017","Jul 2017"
"3716","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,789,2017-07-26,"Wednesday"," July 26, 2017","Jul 2017"
"3717","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,738,2017-07-26,"Wednesday"," July 26, 2017","Jul 2017"
"3718","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11.5,750,2017-07-25,"Tuesday"," July 25, 2017","Jul 2017"
"3719","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",14,1000,2017-07-23,"Sunday"," July 23, 2017","Jul 2017"
"3720","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,737,2017-07-21,"Friday"," July 21, 2017","Jul 2017"
"3721","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,710,2017-07-19,"Wednesday"," July 19, 2017","Jul 2017"
"3722","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11.5,680,2017-07-19,"Wednesday"," July 19, 2017","Jul 2017"
"3723","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11.5,700,2017-07-19,"Wednesday"," July 19, 2017","Jul 2017"
"3724","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",13,735,2017-07-19,"Wednesday"," July 19, 2017","Jul 2017"
"3725","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,828,2017-07-19,"Wednesday"," July 19, 2017","Jul 2017"
"3726","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",13,730,2017-07-18,"Tuesday"," July 18, 2017","Jul 2017"
"3727","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,750,2017-07-17,"Monday"," July 17, 2017","Jul 2017"
"3728","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",7,697,2017-07-17,"Monday"," July 17, 2017","Jul 2017"
"3729","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,825,2017-07-17,"Monday"," July 17, 2017","Jul 2017"
"3730","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,595,2017-07-17,"Monday"," July 17, 2017","Jul 2017"
"3731","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11.5,700,2017-07-14,"Friday"," July 14, 2017","Jul 2017"
"3732","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",12,690,2017-07-13,"Thursday"," July 13, 2017","Jul 2017"
"3733","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,750,2017-07-13,"Thursday"," July 13, 2017","Jul 2017"
"3734","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,557,2017-07-12,"Wednesday"," July 12, 2017","Jul 2017"
"3735","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8.5,735,2017-07-12,"Wednesday"," July 12, 2017","Jul 2017"
"3736","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",13,720,2017-07-10,"Monday"," July 10, 2017","Jul 2017"
"3737","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,740,2017-07-10,"Monday"," July 10, 2017","Jul 2017"
"3738","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,740,2017-07-08,"Saturday"," July 8, 2017","Jul 2017"
"3739","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,740,2017-07-07,"Friday"," July 7, 2017","Jul 2017"
"3740","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11.5,640,2017-07-07,"Friday"," July 7, 2017","Jul 2017"
"3741","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",12,730,2017-07-06,"Thursday"," July 6, 2017","Jul 2017"
"3742","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,760,2017-07-06,"Thursday"," July 6, 2017","Jul 2017"
"3743","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,775,2017-07-05,"Wednesday"," July 5, 2017","Jul 2017"
"3744","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9.5,760,2017-07-05,"Wednesday"," July 5, 2017","Jul 2017"
"3745","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,740,2017-07-05,"Wednesday"," July 5, 2017","Jul 2017"
"3746","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8,690,2017-07-03,"Monday"," July 3, 2017","Jul 2017"
"3747","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",12,720,2017-07-03,"Monday"," July 3, 2017","Jul 2017"
"3748","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",7,560,2017-06-30,"Friday"," June 30, 2017","Jun 2017"
"3749","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",12.5,900,2017-06-29,"Thursday"," June 29, 2017","Jun 2017"
"3750","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,475,2017-06-29,"Thursday"," June 29, 2017","Jun 2017"
"3751","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,731,2017-06-29,"Thursday"," June 29, 2017","Jun 2017"
"3752","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",7,600,2017-06-29,"Thursday"," June 29, 2017","Jun 2017"
"3753","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",8.5,785,2017-06-28,"Wednesday"," June 28, 2017","Jun 2017"
"3754","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,575,2017-06-28,"Wednesday"," June 28, 2017","Jun 2017"
"3755","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11,700,2017-06-27,"Tuesday"," June 27, 2017","Jun 2017"
"3756","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,900,2017-06-23,"Friday"," June 23, 2017","Jun 2017"
"3757","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,785,2017-06-23,"Friday"," June 23, 2017","Jun 2017"
"3758","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",7,674,2017-06-23,"Friday"," June 23, 2017","Jun 2017"
"3759","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",13.5,1000,2017-06-23,"Friday"," June 23, 2017","Jun 2017"
"3760","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,585,2017-06-22,"Thursday"," June 22, 2017","Jun 2017"
"3761","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,730,2017-06-22,"Thursday"," June 22, 2017","Jun 2017"
"3762","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11,695,2017-06-22,"Thursday"," June 22, 2017","Jun 2017"
"3763","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",9,796,2017-06-22,"Thursday"," June 22, 2017","Jun 2017"
"3764","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,540,2017-06-22,"Thursday"," June 22, 2017","Jun 2017"
"3765","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10,755,2017-06-22,"Thursday"," June 22, 2017","Jun 2017"
"3766","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,686,2017-06-22,"Thursday"," June 22, 2017","Jun 2017"
"3767","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",11,630,2017-06-21,"Wednesday"," June 21, 2017","Jun 2017"
"3768","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",10.5,749,2017-06-21,"Wednesday"," June 21, 2017","Jun 2017"
"3769","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",12,742,2017-06-21,"Wednesday"," June 21, 2017","Jun 2017"
"3770","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",7,684,2017-06-21,"Wednesday"," June 21, 2017","Jun 2017"
"3771","adidas Yeezy Boost 750 Light Brown Gum (Chocolate)",6,725,2017-06-20,"Tuesday"," June 20, 2017","Jun 2017"
