"","name","size","resellPrice","sellDate","day","date","sellMonth","model","color","retailPrice","releaseDate","releaseMonth","resellPercentage"
"2791","adidas Yeezy Boost 350 V2 Core Black White",7.5,700,2017-08-29,"Tuesday"," August 29, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.18181818181818
"2792","adidas Yeezy Boost 350 V2 Core Black White",8.5,685,2017-08-29,"Tuesday"," August 29, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.11363636363636
"2793","adidas Yeezy Boost 350 V2 Core Black White",11,775,2017-08-29,"Tuesday"," August 29, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.52272727272727
"2794","adidas Yeezy Boost 350 V2 Core Black White",13,740,2017-08-29,"Tuesday"," August 29, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.36363636363636
"2795","adidas Yeezy Boost 350 V2 Core Black White",9,709,2017-08-29,"Tuesday"," August 29, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.22272727272727
"2796","adidas Yeezy Boost 350 V2 Core Black White",11.5,795,2017-08-29,"Tuesday"," August 29, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.61363636363636
"2797","adidas Yeezy Boost 350 V2 Core Black White",9.5,770,2017-08-29,"Tuesday"," August 29, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.5
"2798","adidas Yeezy Boost 350 V2 Core Black White",10.5,710,2017-08-29,"Tuesday"," August 29, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.22727272727273
"2799","adidas Yeezy Boost 350 V2 Core Black White",4,827,2017-08-28,"Monday"," August 28, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.75909090909091
"2800","adidas Yeezy Boost 350 V2 Core Black White",11.5,745,2017-08-28,"Monday"," August 28, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.38636363636364
"2801","adidas Yeezy Boost 350 V2 Core Black White",11,710,2017-08-28,"Monday"," August 28, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.22727272727273
"2802","adidas Yeezy Boost 350 V2 Core Black White",10.5,727,2017-08-28,"Monday"," August 28, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.30454545454545
"2803","adidas Yeezy Boost 350 V2 Core Black White",9.5,720,2017-08-28,"Monday"," August 28, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.27272727272727
"2804","adidas Yeezy Boost 350 V2 Core Black White",12,850,2017-08-28,"Monday"," August 28, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.86363636363636
"2805","adidas Yeezy Boost 350 V2 Core Black White",8.5,680,2017-08-28,"Monday"," August 28, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.09090909090909
"2806","adidas Yeezy Boost 350 V2 Core Black White",9.5,769,2017-08-28,"Monday"," August 28, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.49545454545455
"2807","adidas Yeezy Boost 350 V2 Core Black White",4,823,2017-08-28,"Monday"," August 28, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.74090909090909
"2808","adidas Yeezy Boost 350 V2 Core Black White",10,711,2017-08-25,"Friday"," August 25, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.23181818181818
"2809","adidas Yeezy Boost 350 V2 Core Black White",12.5,1059,2017-08-25,"Friday"," August 25, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",3.81363636363636
"2810","adidas Yeezy Boost 350 V2 Core Black White",9,700,2017-08-25,"Friday"," August 25, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.18181818181818
"2811","adidas Yeezy Boost 350 V2 Core Black White",13,725,2017-08-25,"Friday"," August 25, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.29545454545455
"2812","adidas Yeezy Boost 350 V2 Core Black White",9,690,2017-08-25,"Friday"," August 25, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.13636363636364
"2813","adidas Yeezy Boost 350 V2 Core Black White",4,726,2017-08-25,"Friday"," August 25, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.3
"2814","adidas Yeezy Boost 350 V2 Core Black White",9,739,2017-08-25,"Friday"," August 25, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.35909090909091
"2815","adidas Yeezy Boost 350 V2 Core Black White",11,725,2017-08-24,"Thursday"," August 24, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.29545454545455
"2816","adidas Yeezy Boost 350 V2 Core Black White",11,720,2017-08-24,"Thursday"," August 24, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.27272727272727
"2817","adidas Yeezy Boost 350 V2 Core Black White",5.5,1500,2017-08-24,"Thursday"," August 24, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",5.81818181818182
"2818","adidas Yeezy Boost 350 V2 Core Black White",7.5,699,2017-08-24,"Thursday"," August 24, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.17727272727273
"2819","adidas Yeezy Boost 350 V2 Core Black White",12,826,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.75454545454545
"2820","adidas Yeezy Boost 350 V2 Core Black White",7.5,698,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.17272727272727
"2821","adidas Yeezy Boost 350 V2 Core Black White",10.5,720,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.27272727272727
"2822","adidas Yeezy Boost 350 V2 Core Black White",9,695,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.15909090909091
"2823","adidas Yeezy Boost 350 V2 Core Black White",9,690,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.13636363636364
"2824","adidas Yeezy Boost 350 V2 Core Black White",7.5,697,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.16818181818182
"2825","adidas Yeezy Boost 350 V2 Core Black White",9.5,725,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.29545454545455
"2826","adidas Yeezy Boost 350 V2 Core Black White",5.5,1200,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",4.45454545454545
"2827","adidas Yeezy Boost 350 V2 Core Black White",12,831,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.77727272727273
"2828","adidas Yeezy Boost 350 V2 Core Black White",9.5,720,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.27272727272727
"2829","adidas Yeezy Boost 350 V2 Core Black White",9.5,690,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.13636363636364
"2830","adidas Yeezy Boost 350 V2 Core Black White",4,740,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.36363636363636
"2831","adidas Yeezy Boost 350 V2 Core Black White",5,800,2017-08-23,"Wednesday"," August 23, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.63636363636364
"2832","adidas Yeezy Boost 350 V2 Core Black White",12,874,2017-08-22,"Tuesday"," August 22, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.97272727272727
"2833","adidas Yeezy Boost 350 V2 Core Black White",6,1031,2017-08-22,"Tuesday"," August 22, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",3.68636363636364
"2834","adidas Yeezy Boost 350 V2 Core Black White",9.5,710,2017-08-22,"Tuesday"," August 22, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.22727272727273
"2835","adidas Yeezy Boost 350 V2 Core Black White",12.5,740,2017-08-21,"Monday"," August 21, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.36363636363636
"2836","adidas Yeezy Boost 350 V2 Core Black White",9,650,2017-08-21,"Monday"," August 21, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",1.95454545454545
"2837","adidas Yeezy Boost 350 V2 Core Black White",6,950,2017-08-21,"Monday"," August 21, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",3.31818181818182
"2838","adidas Yeezy Boost 350 V2 Core Black White",7,580,2017-08-21,"Monday"," August 21, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",1.63636363636364
"2839","adidas Yeezy Boost 350 V2 Core Black White",6.5,1100,2017-08-21,"Monday"," August 21, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",4
"2840","adidas Yeezy Boost 350 V2 Core Black White",5.5,1250,2017-08-19,"Saturday"," August 19, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",4.68181818181818
"2841","adidas Yeezy Boost 350 V2 Core Black White",8,629,2017-08-18,"Friday"," August 18, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",1.85909090909091
"2842","adidas Yeezy Boost 350 V2 Core Black White",8.5,640,2017-08-18,"Friday"," August 18, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",1.90909090909091
"2843","adidas Yeezy Boost 350 V2 Core Black White",8,685,2017-08-18,"Friday"," August 18, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.11363636363636
"2844","adidas Yeezy Boost 350 V2 Core Black White",10,714,2017-08-18,"Friday"," August 18, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.24545454545455
"2845","adidas Yeezy Boost 350 V2 Core Black White",12,780,2017-08-18,"Friday"," August 18, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.54545454545455
"2846","adidas Yeezy Boost 350 V2 Core Black White",13,800,2017-08-18,"Friday"," August 18, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.63636363636364
"2847","adidas Yeezy Boost 350 V2 Core Black White",10,750,2017-08-18,"Friday"," August 18, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.40909090909091
"2848","adidas Yeezy Boost 350 V2 Core Black White",8.5,692,2017-08-18,"Friday"," August 18, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.14545454545455
"2849","adidas Yeezy Boost 350 V2 Core Black White",12,800,2017-08-18,"Friday"," August 18, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.63636363636364
"2850","adidas Yeezy Boost 350 V2 Core Black White",11,735,2017-08-18,"Friday"," August 18, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.34090909090909
"2851","adidas Yeezy Boost 350 V2 Core Black White",4,827,2017-08-18,"Friday"," August 18, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.75909090909091
"2852","adidas Yeezy Boost 350 V2 Core Black White",6,766,2017-08-17,"Thursday"," August 17, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.48181818181818
"2853","adidas Yeezy Boost 350 V2 Core Black White",11,727,2017-08-17,"Thursday"," August 17, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.30454545454545
"2854","adidas Yeezy Boost 350 V2 Core Black White",11.5,790,2017-08-17,"Thursday"," August 17, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.59090909090909
"2855","adidas Yeezy Boost 350 V2 Core Black White",8.5,690,2017-08-17,"Thursday"," August 17, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.13636363636364
"2856","adidas Yeezy Boost 350 V2 Core Black White",9,657,2017-08-17,"Thursday"," August 17, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",1.98636363636364
"2857","adidas Yeezy Boost 350 V2 Core Black White",12,770,2017-08-17,"Thursday"," August 17, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.5
"2858","adidas Yeezy Boost 350 V2 Core Black White",9.5,739,2017-08-17,"Thursday"," August 17, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.35909090909091
"2859","adidas Yeezy Boost 350 V2 Core Black White",14,900,2017-08-17,"Thursday"," August 17, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",3.09090909090909
"2860","adidas Yeezy Boost 350 V2 Core Black White",6,1200,2017-08-17,"Thursday"," August 17, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",4.45454545454545
"2861","adidas Yeezy Boost 350 V2 Core Black White",8.5,680,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.09090909090909
"2862","adidas Yeezy Boost 350 V2 Core Black White",10.5,740,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.36363636363636
"2863","adidas Yeezy Boost 350 V2 Core Black White",11,740,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.36363636363636
"2864","adidas Yeezy Boost 350 V2 Core Black White",9.5,701,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.18636363636364
"2865","adidas Yeezy Boost 350 V2 Core Black White",10.5,675,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.06818181818182
"2866","adidas Yeezy Boost 350 V2 Core Black White",11.5,780,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.54545454545455
"2867","adidas Yeezy Boost 350 V2 Core Black White",10,715,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.25
"2868","adidas Yeezy Boost 350 V2 Core Black White",9.5,700,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.18181818181818
"2869","adidas Yeezy Boost 350 V2 Core Black White",9,689,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.13181818181818
"2870","adidas Yeezy Boost 350 V2 Core Black White",4,900,2017-08-16,"Wednesday"," August 16, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",3.09090909090909
"2871","adidas Yeezy Boost 350 V2 Core Black White",10,728,2017-08-15,"Tuesday"," August 15, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.30909090909091
"2872","adidas Yeezy Boost 350 V2 Core Black White",10.5,730,2017-08-15,"Tuesday"," August 15, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.31818181818182
"2873","adidas Yeezy Boost 350 V2 Core Black White",7.5,615,2017-08-15,"Tuesday"," August 15, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",1.79545454545455
"2874","adidas Yeezy Boost 350 V2 Core Black White",8,675,2017-08-15,"Tuesday"," August 15, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.06818181818182
"2875","adidas Yeezy Boost 350 V2 Core Black White",11,700,2017-08-15,"Tuesday"," August 15, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.18181818181818
"2876","adidas Yeezy Boost 350 V2 Core Black White",6,1031,2017-08-15,"Tuesday"," August 15, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",3.68636363636364
"2877","adidas Yeezy Boost 350 V2 Core Black White",11.5,700,2017-08-15,"Tuesday"," August 15, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.18181818181818
"2878","adidas Yeezy Boost 350 V2 Core Black White",11.5,735,2017-08-14,"Monday"," August 14, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.34090909090909
"2879","adidas Yeezy Boost 350 V2 Core Black White",10,700,2017-08-14,"Monday"," August 14, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.18181818181818
"2880","adidas Yeezy Boost 350 V2 Core Black White",9,685,2017-08-14,"Monday"," August 14, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.11363636363636
"2881","adidas Yeezy Boost 350 V2 Core Black White",10,728,2017-08-14,"Monday"," August 14, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.30909090909091
"2882","adidas Yeezy Boost 350 V2 Core Black White",6,825,2017-08-14,"Monday"," August 14, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.75
"2883","adidas Yeezy Boost 350 V2 Core Black White",4.5,1100,2017-08-14,"Monday"," August 14, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",4
"2884","adidas Yeezy Boost 350 V2 Core Black White",11,749,2017-08-14,"Monday"," August 14, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.40454545454545
"2885","adidas Yeezy Boost 350 V2 Core Black White",9,651,2017-08-14,"Monday"," August 14, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",1.95909090909091
"2886","adidas Yeezy Boost 350 V2 Core Black White",10,695,2017-08-14,"Monday"," August 14, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.15909090909091
"2887","adidas Yeezy Boost 350 V2 Core Black White",11.5,775,2017-08-14,"Monday"," August 14, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.52272727272727
"2888","adidas Yeezy Boost 350 V2 Core Black White",6,850,2017-08-12,"Saturday"," August 12, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.86363636363636
"2889","adidas Yeezy Boost 350 V2 Core Black White",9.5,693,2017-08-11,"Friday"," August 11, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.15
"2890","adidas Yeezy Boost 350 V2 Core Black White",5,929,2017-08-11,"Friday"," August 11, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",3.22272727272727
"2891","adidas Yeezy Boost 350 V2 Core Black White",12,747,2017-08-11,"Friday"," August 11, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.39545454545455
"2892","adidas Yeezy Boost 350 V2 Core Black White",4,827,2017-08-11,"Friday"," August 11, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.75909090909091
"2893","adidas Yeezy Boost 350 V2 Core Black White",4,800,2017-08-10,"Thursday"," August 10, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.63636363636364
"2894","adidas Yeezy Boost 350 V2 Core Black White",10,701,2017-08-10,"Thursday"," August 10, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.18636363636364
"2895","adidas Yeezy Boost 350 V2 Core Black White",11.5,740,2017-08-10,"Thursday"," August 10, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.36363636363636
"2896","adidas Yeezy Boost 350 V2 Core Black White",8.5,638,2017-08-10,"Thursday"," August 10, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",1.9
"2897","adidas Yeezy Boost 350 V2 Core Black White",13,756,2017-08-10,"Thursday"," August 10, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.43636363636364
"2898","adidas Yeezy Boost 350 V2 Core Black White",10,695,2017-08-10,"Thursday"," August 10, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.15909090909091
"2899","adidas Yeezy Boost 350 V2 Core Black White",9.5,687,2017-08-10,"Thursday"," August 10, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.12272727272727
"2900","adidas Yeezy Boost 350 V2 Core Black White",8,629,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",1.85909090909091
"2901","adidas Yeezy Boost 350 V2 Core Black White",10.5,675,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.06818181818182
"2902","adidas Yeezy Boost 350 V2 Core Black White",12,755,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.43181818181818
"2903","adidas Yeezy Boost 350 V2 Core Black White",8.5,681,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.09545454545455
"2904","adidas Yeezy Boost 350 V2 Core Black White",13,755,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.43181818181818
"2905","adidas Yeezy Boost 350 V2 Core Black White",9,653,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",1.96818181818182
"2906","adidas Yeezy Boost 350 V2 Core Black White",11,690,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.13636363636364
"2907","adidas Yeezy Boost 350 V2 Core Black White",9.5,730,2017-08-09,"Wednesday"," August 9, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.31818181818182
"2908","adidas Yeezy Boost 350 V2 Core Black White",11.5,720,2017-08-08,"Tuesday"," August 8, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.27272727272727
"2909","adidas Yeezy Boost 350 V2 Core Black White",9.5,735,2017-08-08,"Tuesday"," August 8, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.34090909090909
"2910","adidas Yeezy Boost 350 V2 Core Black White",9.5,701,2017-08-08,"Tuesday"," August 8, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.18636363636364
"2911","adidas Yeezy Boost 350 V2 Core Black White",9,695,2017-08-08,"Tuesday"," August 8, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.15909090909091
"2912","adidas Yeezy Boost 350 V2 Core Black White",6,1031,2017-08-08,"Tuesday"," August 8, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",3.68636363636364
"2913","adidas Yeezy Boost 350 V2 Core Black White",7.5,615,2017-08-07,"Monday"," August 7, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",1.79545454545455
"2914","adidas Yeezy Boost 350 V2 Core Black White",5,731,2017-08-07,"Monday"," August 7, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.32272727272727
"2915","adidas Yeezy Boost 350 V2 Core Black White",10.5,725,2017-08-07,"Monday"," August 7, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.29545454545455
"2916","adidas Yeezy Boost 350 V2 Core Black White",11.5,712,2017-08-07,"Monday"," August 7, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.23636363636364
"2917","adidas Yeezy Boost 350 V2 Core Black White",9.5,684,2017-08-07,"Monday"," August 7, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.10909090909091
"2918","adidas Yeezy Boost 350 V2 Core Black White",10,719,2017-08-07,"Monday"," August 7, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.26818181818182
"2919","adidas Yeezy Boost 350 V2 Core Black White",10.5,680,2017-08-07,"Monday"," August 7, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.09090909090909
"2920","adidas Yeezy Boost 350 V2 Core Black White",5,1100,2017-08-05,"Saturday"," August 5, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",4
"2921","adidas Yeezy Boost 350 V2 Core Black White",12,775,2017-08-04,"Friday"," August 4, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.52272727272727
"2922","adidas Yeezy Boost 350 V2 Core Black White",9.5,710,2017-08-04,"Friday"," August 4, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.22727272727273
"2923","adidas Yeezy Boost 350 V2 Core Black White",8,696,2017-08-04,"Friday"," August 4, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.16363636363636
"2924","adidas Yeezy Boost 350 V2 Core Black White",8.5,711,2017-08-04,"Friday"," August 4, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.23181818181818
"2925","adidas Yeezy Boost 350 V2 Core Black White",11,730,2017-08-04,"Friday"," August 4, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.31818181818182
"2926","adidas Yeezy Boost 350 V2 Core Black White",12,712,2017-08-04,"Friday"," August 4, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.23636363636364
"2927","adidas Yeezy Boost 350 V2 Core Black White",10.5,699,2017-08-04,"Friday"," August 4, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.17727272727273
"2928","adidas Yeezy Boost 350 V2 Core Black White",10,700,2017-08-03,"Thursday"," August 3, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.18181818181818
"2929","adidas Yeezy Boost 350 V2 Core Black White",10,695,2017-08-03,"Thursday"," August 3, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.15909090909091
"2930","adidas Yeezy Boost 350 V2 Core Black White",8.5,685,2017-08-03,"Thursday"," August 3, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.11363636363636
"2931","adidas Yeezy Boost 350 V2 Core Black White",6.5,1000,2017-08-02,"Wednesday"," August 2, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",3.54545454545455
"2932","adidas Yeezy Boost 350 V2 Core Black White",4,745,2017-08-02,"Wednesday"," August 2, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.38636363636364
"2933","adidas Yeezy Boost 350 V2 Core Black White",13,786,2017-08-02,"Wednesday"," August 2, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.57272727272727
"2934","adidas Yeezy Boost 350 V2 Core Black White",9,704,2017-08-02,"Wednesday"," August 2, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.2
"2935","adidas Yeezy Boost 350 V2 Core Black White",11.5,750,2017-08-02,"Wednesday"," August 2, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.40909090909091
"2936","adidas Yeezy Boost 350 V2 Core Black White",11,710,2017-08-02,"Wednesday"," August 2, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.22727272727273
"2937","adidas Yeezy Boost 350 V2 Core Black White",10,690,2017-08-02,"Wednesday"," August 2, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.13636363636364
"2938","adidas Yeezy Boost 350 V2 Core Black White",9,704,2017-08-02,"Wednesday"," August 2, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.2
"2939","adidas Yeezy Boost 350 V2 Core Black White",10,680,2017-08-02,"Wednesday"," August 2, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.09090909090909
"2940","adidas Yeezy Boost 350 V2 Core Black White",9.5,742,2017-08-02,"Wednesday"," August 2, 2017","Aug 2017","350 V2","black",220,2016-12-17,"Dec 2016",2.37272727272727
